output_name,chinese_name,category,role,source_psd,layer_path,output_path,resolved_output_name,is_alias,width,height,border,sha256
UI_Equipment_Item_Slot01_Slot03,装备界面：物品 / Slot01 / Slot03,Equipment,Simple,Equipment.psd,Item/1/3,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot01_Slot03.png,UI_Equipment_Item_Slot01_Slot03,False,133,134,"0,0,0,0",80cad62fac8aa8d1764061b86d0450ac43ea9393ec670b85bacbb1a69b8ca56d
UI_Equipment_Item_Slot01_Slot04,装备界面：物品 / Slot01 / Slot04,Equipment,Simple,Equipment.psd,Item/1/4,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot01_Slot04.png,UI_Equipment_Item_Slot01_Slot04,False,133,134,"0,0,0,0",cd71a7674814f56107d72e226c8f1b052842fe048cecf83739e3d6271062df51
UI_Equipment_Item_Slot01_Slot05,装备界面：物品 / Slot01 / Slot05,Equipment,Simple,Equipment.psd,Item/1/5,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot01_Slot05.png,UI_Equipment_Item_Slot01_Slot05,False,133,134,"0,0,0,0",35f12e614e66d5d12f394d4911c07f968e5beeece73c7d4b297f5b587fdf8710
UI_Equipment_Item_Slot01_Slot06,装备界面：物品 / Slot01 / Slot06,Equipment,Simple,Equipment.psd,Item/1/6,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot01_Slot06.png,UI_Equipment_Item_Slot01_Slot06,False,133,134,"0,0,0,0",2b97fe9e2250c433594adf95cbb7904428f7c4f72915479dde59c43d862ad4a0
UI_Equipment_Item_Slot02,装备界面：物品 / Slot02,Equipment,Simple,Equipment.psd,Item/2/2,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot02.png,UI_Equipment_Item_Slot02,False,133,134,"0,0,0,0",9dfc2d3e5be94f8694ac55478bb406cd6d74e7d0b5317b5b9e88abe970e414ad
UI_Equipment_Item_Slot02_Slot01,装备界面：物品 / Slot02 / Slot01,Equipment,Simple,Equipment.psd,Item/2/1,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot02_Slot01.png,UI_Equipment_Item_Slot02_Slot01,False,133,134,"0,0,0,0",ea42e4caaf74238ca4ea2d8ae64fc66554907a99f3f79bd237928d2a4de1578f
UI_Equipment_Item_Slot02_Slot03,装备界面：物品 / Slot02 / Slot03,Equipment,Simple,Equipment.psd,Item/2/3,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot02_Slot03.png,UI_Equipment_Item_Slot02_Slot03,False,133,134,"0,0,0,0",7e9c1a2c84ee689089d338eb0caa387784cf96036c731030f7637a2d84f48112
UI_Equipment_Item_Slot02_Slot04,装备界面：物品 / Slot02 / Slot04,Equipment,Simple,Equipment.psd,Item/2/4,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot02_Slot04.png,UI_Equipment_Item_Slot02_Slot04,False,133,134,"0,0,0,0",56db7447658b0dcd487dfea2ca54c4158b3be0979ce91f41bd68a0fce12f7a8a
UI_Equipment_Item_Slot02_Slot05,装备界面：物品 / Slot02 / Slot05,Equipment,Simple,Equipment.psd,Item/2/5,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot02_Slot05.png,UI_Equipment_Item_Slot02_Slot05,False,133,134,"0,0,0,0",bed6515659d32e05c9b285c1c2e55ffefba5ba64a6b47d17376d56d9e4aa0327
UI_Equipment_Item_Slot02_Slot06,装备界面：物品 / Slot02 / Slot06,Equipment,Simple,Equipment.psd,Item/2/6,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot02_Slot06.png,UI_Equipment_Item_Slot02_Slot06,False,133,134,"0,0,0,0",bbec42aa11950f372a3cae9bfa67ae7e4f7b46397133a761dd4646187209b266
UI_Equipment_Item_Slot03,装备界面：物品 / Slot03,Equipment,Simple,Equipment.psd,Item/3/3,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot03.png,UI_Equipment_Item_Slot03,False,133,134,"0,0,0,0",b397e0392a908fe5f2ad1583fc6ff297fd0099ff457e3f4a1460ce7182c3bca3
UI_Equipment_Item_Slot03_Slot01,装备界面：物品 / Slot03 / Slot01,Equipment,Simple,Equipment.psd,Item/3/1,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot03_Slot01.png,UI_Equipment_Item_Slot03_Slot01,False,133,134,"0,0,0,0",6f3bef43d7790b515792b9806e27f0b1ec3337c13755ae3fcb6bc185e59ea183
UI_Equipment_Item_Slot03_Slot02,装备界面：物品 / Slot03 / Slot02,Equipment,Simple,Equipment.psd,Item/3/2,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot03_Slot02.png,UI_Equipment_Item_Slot03_Slot02,False,133,134,"0,0,0,0",04e68ab4ceff6228d82287a2a5d29178335a21b458e6ec6f59ef0e252e66f26d
UI_Equipment_Item_Slot03_Slot04,装备界面：物品 / Slot03 / Slot04,Equipment,Simple,Equipment.psd,Item/3/4,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot03_Slot04.png,UI_Equipment_Item_Slot03_Slot04,False,133,134,"0,0,0,0",7bf788e0ac890a14caf4f277c7b5b2f11395d8697b1ac9a87c69d6ba31c15eb1
UI_Equipment_Item_Slot03_Slot05,装备界面：物品 / Slot03 / Slot05,Equipment,Simple,Equipment.psd,Item/3/5,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot03_Slot05.png,UI_Equipment_Item_Slot03_Slot05,False,133,134,"0,0,0,0",5b16ec6d69cc912178e60f6824d91928bbb6d73414e94e8d3f3a67080bda316c
UI_Equipment_Item_Slot03_Slot06,装备界面：物品 / Slot03 / Slot06,Equipment,Simple,Equipment.psd,Item/3/6,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot03_Slot06.png,UI_Equipment_Item_Slot03_Slot06,False,133,134,"0,0,0,0",1db03f30afe27bbd13195561ed3703b3bad7fe3300b33685e0f19e0e8780237d
UI_Equipment_Item_Slot04,装备界面：物品 / Slot04,Equipment,Simple,Equipment.psd,Item/4/4,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot04.png,UI_Equipment_Item_Slot04,False,133,134,"0,0,0,0",3ae31d84d766f2ef5261d3f2a3cdcfd5c7b480a6f0fd2df1980bc22dca46c1ac
UI_Equipment_Item_Slot04_Slot01,装备界面：物品 / Slot04 / Slot01,Equipment,Simple,Equipment.psd,Item/4/1,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot04_Slot01.png,UI_Equipment_Item_Slot04_Slot01,False,133,134,"0,0,0,0",cb77cf385f289c321387d4111501e50c1b01e27da3c792e5e98149ef4ded4e73
UI_Equipment_Item_Slot04_Slot02,装备界面：物品 / Slot04 / Slot02,Equipment,Simple,Equipment.psd,Item/4/2,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot04_Slot02.png,UI_Equipment_Item_Slot04_Slot02,False,133,134,"0,0,0,0",069b193fbaaf86ca7cce233a9afff7a81ca7817ccbfe3b6a314c5fb9c39a0782
UI_Equipment_Item_Slot04_Slot03,装备界面：物品 / Slot04 / Slot03,Equipment,Simple,Equipment.psd,Item/4/3,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot04_Slot03.png,UI_Equipment_Item_Slot04_Slot03,False,133,134,"0,0,0,0",7240a6564a72b2a6626c37c760b6515f2a48e5387c68105c17cce4b34ce9e01b
UI_Equipment_Item_Slot04_Slot05,装备界面：物品 / Slot04 / Slot05,Equipment,Simple,Equipment.psd,Item/4/5,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot04_Slot05.png,UI_Equipment_Item_Slot04_Slot05,False,133,134,"0,0,0,0",e8355ba4e573ad9015d5b143f2d30f9eaefdcd8f5cd195beec83be32f1c8ea88
UI_Equipment_Item_Slot04_Slot06,装备界面：物品 / Slot04 / Slot06,Equipment,Simple,Equipment.psd,Item/4/6,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot04_Slot06.png,UI_Equipment_Item_Slot04_Slot06,False,133,134,"0,0,0,0",3b0c73f75895aeded599e82d3cf25da03721a4b3ce14865951e609f315faebc7
UI_Equipment_Item_Slot05,装备界面：物品 / Slot05,Equipment,Simple,Equipment.psd,Item/5/5,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot05.png,UI_Equipment_Item_Slot05,False,133,134,"0,0,0,0",13043e741c2b095992b4359539abd5d931a57da6950ea83de2e48b5f9cf2fbd1
UI_Equipment_Item_Slot05_Slot01,装备界面：物品 / Slot05 / Slot01,Equipment,Simple,Equipment.psd,Item/5/1,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot05_Slot01.png,UI_Equipment_Item_Slot05_Slot01,False,133,134,"0,0,0,0",90d49e6c50203fde74a0bfdb8738b13376d2715387a1c41ee53e1fdbde836099
UI_Equipment_Item_Slot05_Slot02,装备界面：物品 / Slot05 / Slot02,Equipment,Simple,Equipment.psd,Item/5/2,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot05_Slot02.png,UI_Equipment_Item_Slot05_Slot02,False,133,134,"0,0,0,0",8bf119c395fec08ceec550ecc307aa151d1ad7eb727cb10b1736d55dae71405d
UI_Equipment_Item_Slot05_Slot03,装备界面：物品 / Slot05 / Slot03,Equipment,Simple,Equipment.psd,Item/5/3,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot05_Slot03.png,UI_Equipment_Item_Slot05_Slot03,False,133,134,"0,0,0,0",4816df32e13a0e795461b9c6f9b79e03d1f927c1a8ec0d54b5d78c3a1697de2d
UI_Equipment_Item_Slot05_Slot04,装备界面：物品 / Slot05 / Slot04,Equipment,Simple,Equipment.psd,Item/5/4,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot05_Slot04.png,UI_Equipment_Item_Slot05_Slot04,False,133,134,"0,0,0,0",e1eb3070c5c670cbd013f1d1110d7cd1acc89d2eab343c41179f1ceb5b523737
UI_Equipment_Item_Slot05_Slot06,装备界面：物品 / Slot05 / Slot06,Equipment,Simple,Equipment.psd,Item/5/6,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Item_Slot05_Slot06.png,UI_Equipment_Item_Slot05_Slot06,False,133,134,"0,0,0,0",9344771d3e601d2fb8baa891eba8549debdd6476b9d1bdae293b671608c0fa84
UI_Equipment_ItemOption,装备界面：物品 / Option,Equipment,Simple,Equipment.psd,Item Option,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_ItemOption.png,UI_Equipment_ItemOption,False,629,774,"0,0,0,0",12ee830e2449a91986c59c4f70b06890fd5dd7a8169c17fe83cd8a218928a647
UI_Equipment_Stat,装备界面：属性,Equipment,Simple,Equipment.psd,stat,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Stat.png,UI_Equipment_Stat,False,837,279,"0,0,0,0",5ed001ab3005a57df3672d0709ed1d0db9abd2ba40671132425ce5bfc45c5ee7
UI_Equipment_Tab_Artwork,装备界面：页签 / Artwork,Equipment,Simple,Equipment.psd,Tab/Group 7568,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Tab_Artwork.png,UI_Equipment_Tab_Artwork,False,893,5,"0,0,0,0",74626bee9aa4534e6015afe8200d03e3b2cdc48c81d88fd4adef388cd6978591
UI_Equipment_Tab_Menu_Icon,装备界面：页签 / 菜单 / 图标,Equipment,Icon,Equipment.psd,Tab/menu/icon,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Tab_Menu_Icon.png,UI_Equipment_Tab_Menu_Icon,False,54,59,"0,0,0,0",a7358a128b980d07567c1914b29914f50ff9d5f4880442f33354a200857637d4
UI_Equipment_Tab_Menu_Icon_02,装备界面：页签 / 菜单 / 图标 / 02号,Equipment,Icon,Equipment.psd,Tab/menu/icon#2,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Tab_Menu_Icon_02.png,UI_Equipment_Tab_Menu_Icon_02,False,54,58,"0,0,0,0",83ddb3c56a96b6c0022d0173ac1412ed7a073c5f869320486b21ee5f0e05eee1
UI_Equipment_Tab_Menu_Icon_03,装备界面：页签 / 菜单 / 图标 / 03号,Equipment,Icon,Equipment.psd,Tab/menu/icon#3,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Tab_Menu_Icon_03.png,UI_Equipment_Tab_Menu_Icon_03,False,56,54,"0,0,0,0",ffcadf541f1ca98da29cd52c68dc55735174d2c60e82a5885c9c28db7c62d373
UI_Equipment_Tab_Menu_Icon_04,装备界面：页签 / 菜单 / 图标 / 04号,Equipment,Icon,Equipment.psd,Tab/menu/icon#4,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Tab_Menu_Icon_04.png,UI_Equipment_Tab_Menu_Icon_04,False,54,54,"0,0,0,0",3db971aba8f20e3dc57f2ade81bc5d66e9d6d429389775c7ea8205aafd19d4f4
UI_Equipment_Top_Back,装备界面：Top / 返回,Equipment,Simple,Equipment.psd,Top/Back,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Top_Back.png,UI_Equipment_Top_Back,False,39,47,"0,0,0,0",5eb11265a8d8cf80f9244d09fbf5024ec2984f04f4a13fba82ca9e3d62f2dba0
UI_Equipment_Top_Home,装备界面：Top / 主页,Equipment,Simple,Equipment.psd,Top/Home,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Top_Home.png,UI_Equipment_Top_Home,False,50,54,"0,0,0,0",de4b34505b8833c05be374d98e842e3190b2410c51361d50db5e20f7d268122e
UI_Equipment_Top_Resource_Coin,装备界面：Top / 资源栏 / 金币,Equipment,Simple,Equipment.psd,Top/Resource/Coin,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Top_Resource_Coin.png,UI_Equipment_Top_Resource_Coin,False,321,73,"0,0,0,0",c5d60efcc5621583be0a3f9643d2d3514de71e8063dc3bb40a86469f73230ee0
UI_Equipment_Top_Resource_Gem,装备界面：Top / 资源栏 / 宝石,Equipment,Simple,Equipment.psd,Top/Resource/Gem,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Top_Resource_Gem.png,UI_Equipment_Top_Resource_Gem,False,236,78,"0,0,0,0",f647f5c4344abb5cf8c40ded7e9dd0afb5b0f0792a2eb7ce9b76d42d8dac72f8
UI_Equipment_Top_Resource_Key,装备界面：Top / 资源栏 / Key,Equipment,Simple,Equipment.psd,Top/Resource/Key,Assets/AllResources/淘宝ui素材/RuntimeSprites/Equipment/UI_Equipment_Top_Resource_Key.png,UI_Equipment_Top_Resource_Key,False,239,75,"0,0,0,0",2bfae5d45fd7b2a74db8a940a33b5210382e498b3839b81dc20b43557ad58534
UI_FunctionIcon_Abstract,功能图标：图标 / Abstract,FunctionIcons,Simple,FunctionIcons.psd,3/btn_icon_abstract,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Abstract.png,UI_FunctionIcon_Abstract,False,104,104,"0,0,0,0",c191c5cdfa1bb1476e902d8101b9ef563b64662c3a5188b903fed34a49453f2e
UI_FunctionIcon_Account,功能图标：图标 / 账号信息,FunctionIcons,Simple,FunctionIcons.psd,10/btn_icon_account,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Account.png,UI_FunctionIcon_Account,False,104,104,"0,0,0,0",b93e9fdc9d64b8ed8b14f3403a0b9941c09a779c9d83e79260915ca7e0d9f768
UI_FunctionIcon_Achievement,功能图标：图标 / Achievement,FunctionIcons,Simple,FunctionIcons.psd,11/btn_icon_achievement,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Achievement.png,UI_FunctionIcon_Achievement,False,104,104,"0,0,0,0",12cfc098702664f4972dadd98878df2266c73399f8a43631d9b877dc573af7dc
UI_FunctionIcon_Alarm,功能图标：图标 / Alarm,FunctionIcons,Simple,FunctionIcons.psd,4/btn_icon_alarm,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Alarm.png,UI_FunctionIcon_Alarm,False,104,104,"0,0,0,0",58f4c0a63f880fb6ae9ec5c4dfe21f38a2f39f591a037233242d3216d2316d6b
UI_FunctionIcon_Album,功能图标：图标 / Album,FunctionIcons,Simple,FunctionIcons.psd,6/btn_icon_album,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Album.png,UI_FunctionIcon_Album,False,104,104,"0,0,0,0",f4fc96b1f6d5f637cc7d82a161cc07979e2a8005c0a0bb9ca0e9205584573c19
UI_FunctionIcon_AlignHorizontal,功能图标：图标 / Align / Horizontal,FunctionIcons,Simple,FunctionIcons.psd,15/btn_icon_align_horizontal,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_AlignHorizontal.png,UI_FunctionIcon_AlignHorizontal,False,104,104,"0,0,0,0",7e4274b375f035fba468b523f1b9808ab37975c43388734c76b8114bb093d1af
UI_FunctionIcon_AlignList,功能图标：图标 / Align / List,FunctionIcons,Simple,FunctionIcons.psd,15/btn_icon_align_list,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_AlignList.png,UI_FunctionIcon_AlignList,False,104,104,"0,0,0,0",cacb67ad517f6d7bc15c0dfd0adec44d83a16471d5181b3e7f57173e189c1b5b
UI_FunctionIcon_AlignVertical,功能图标：图标 / Align / Vertical,FunctionIcons,Simple,FunctionIcons.psd,15/btn_icon_align_vertical,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_AlignVertical.png,UI_FunctionIcon_AlignVertical,False,104,104,"0,0,0,0",97022c103edaab20398f963d7ff6d1eb0722c2b02c8c5d53f52887b11f098613
UI_FunctionIcon_Anchor,功能图标：图标 / Anchor,FunctionIcons,Simple,FunctionIcons.psd,7/btn_icon_anchor,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Anchor.png,UI_FunctionIcon_Anchor,False,104,104,"0,0,0,0",b14f433a45b6432e01d6c6ad44f124faf18855874ccdd8032edcdd4833be2e70
UI_FunctionIcon_Anvil,功能图标：图标 / Anvil,FunctionIcons,Simple,FunctionIcons.psd,2/btn_icon_anvil,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Anvil.png,UI_FunctionIcon_Anvil,False,104,104,"0,0,0,0",6db5ee10a34823d9c0ecbcfa50e8d711aa94307fb730a0318b88f25837d44278
UI_FunctionIcon_Archer,功能图标：图标 / Archer,FunctionIcons,Simple,FunctionIcons.psd,1/btn_icon_archer,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Archer.png,UI_FunctionIcon_Archer,False,104,104,"0,0,0,0",436a856280c6430eeb7cedaf84dcaf59a47aaa17423599a3fca8a0a63bc81e3d
UI_FunctionIcon_Arcon,功能图标：图标 / Arcon,FunctionIcons,Simple,FunctionIcons.psd,7/btn_icon_arcon,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Arcon.png,UI_FunctionIcon_Arcon,False,104,104,"0,0,0,0",6f907c2d6c2bb9fc30f44bf9cd0f0989a0909e04dd606159f6340622ef75d5e9
UI_FunctionIcon_Arrow,功能图标：图标 / 箭头,FunctionIcons,Simple,FunctionIcons.psd,3/btn_icon_arrow,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Arrow.png,UI_FunctionIcon_Arrow,False,104,104,"0,0,0,0",5c18f0384b54843381ce25be841e9db381c4f39c9c1d0b0a8230a6dc56c994da
UI_FunctionIcon_ArrowBack,功能图标：图标 / 箭头 / 返回,FunctionIcons,Simple,FunctionIcons.psd,16/btn_icon_arrow_back,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_ArrowBack.png,UI_FunctionIcon_ArrowBack,False,104,104,"0,0,0,0",9ee4a181abed978910380e2b461804516f9b5612865de0cfb2ad15a4fc6a8977
UI_FunctionIcon_ArrowBottom,功能图标：图标 / 箭头 / Bottom,FunctionIcons,Simple,FunctionIcons.psd,16/btn_icon_arrow_bottom,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_ArrowBottom.png,UI_FunctionIcon_ArrowBottom,False,104,104,"0,0,0,0",d1f5f5fcb44303e5b202d70cc7cc1e6b94221883a124ce19cf02a3692758992c
UI_FunctionIcon_ArrowDown,功能图标：图标 / 箭头 / Down,FunctionIcons,Simple,FunctionIcons.psd,16/btn_icon_arrow_down,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_ArrowDown.png,UI_FunctionIcon_ArrowDown,False,104,104,"0,0,0,0",8f088d331c43ab79e79a63e922cad9ca15327f96b09ef7ac80a3e72da0d79070
UI_FunctionIcon_ArrowGo,功能图标：图标 / 箭头 / Go,FunctionIcons,Simple,FunctionIcons.psd,16/btn_icon_arrow_go,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_ArrowGo.png,UI_FunctionIcon_ArrowGo,False,104,104,"0,0,0,0",90a23ff287f5f05def5d60913721db16835dfbb6496c80d665a8299e98e530d1
UI_FunctionIcon_ArrowNext,功能图标：图标 / 箭头 / Next,FunctionIcons,Simple,FunctionIcons.psd,16/btn_icon_arrow_next,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_ArrowNext.png,UI_FunctionIcon_ArrowNext,False,104,104,"0,0,0,0",87ac37902fec00b783bc4e7f029f9de525661a1e9687f6632e02c834673d0df3
UI_FunctionIcon_ArrowPrev,功能图标：图标 / 箭头 / Prev,FunctionIcons,Simple,FunctionIcons.psd,16/btn_icon_arrow_prev,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_ArrowPrev.png,UI_FunctionIcon_ArrowPrev,False,104,104,"0,0,0,0",8ab313a710549e69b5c72a66e7781ce59338b5586548cc3dc4e735554c3871b7
UI_FunctionIcon_ArrowTop,功能图标：图标 / 箭头 / Top,FunctionIcons,Simple,FunctionIcons.psd,16/btn_icon_arrow_top,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_ArrowTop.png,UI_FunctionIcon_ArrowTop,False,104,104,"0,0,0,0",b40c29ea5da4b4085e9b29f6d5fded59f349927a8b067303ad6ca590f5a05ba1
UI_FunctionIcon_ArrowUp,功能图标：图标 / 箭头 / Up,FunctionIcons,Simple,FunctionIcons.psd,16/btn_icon_arrow_up,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_ArrowUp.png,UI_FunctionIcon_ArrowUp,False,104,104,"0,0,0,0",14555977c47ab6bfd54c12336536031fc159e2ae20075ae9cc5890d4ef92d533
UI_FunctionIcon_Assassin,功能图标：图标 / Assassin,FunctionIcons,Simple,FunctionIcons.psd,2/btn_icon_assassin,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Assassin.png,UI_FunctionIcon_Assassin,False,104,104,"0,0,0,0",33847f839d259280ed1979353040b1b5d4b260d1244a9d0fbfbf3d8679bdf6fa
UI_FunctionIcon_Axe,功能图标：图标 / Axe,FunctionIcons,Simple,FunctionIcons.psd,1/btn_icon_axe,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Axe.png,UI_FunctionIcon_Axe,False,104,104,"0,0,0,0",9895e76d3a252f3203e1888e8b3fc9b171f77c3bb66676e6ab274cb752b22b93
UI_FunctionIcon_Back,功能图标：图标 / 返回,FunctionIcons,Simple,FunctionIcons.psd,15/btn_icon_back,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Back.png,UI_FunctionIcon_Back,False,104,104,"0,0,0,0",3ac3ea0865405c71e08fd0aed008686fa81a56a56d59c6751d1e934e2a4db5ee
UI_FunctionIcon_Badge,功能图标：图标 / 角标,FunctionIcons,Simple,FunctionIcons.psd,11/btn_icon_badge,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Badge.png,UI_FunctionIcon_Badge,False,104,104,"0,0,0,0",6bf8f8d79be932e03c0107bb53566ec8e3b59f746d87569fa74cdf34bf587e91
UI_FunctionIcon_Bag1,功能图标：图标 / Bag1,FunctionIcons,Simple,FunctionIcons.psd,2/btn_icon_bag_1,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Bag1.png,UI_FunctionIcon_Bag1,False,104,104,"0,0,0,0",1c13135ae352a3f2b00b30bacf7baa62148bc4adbaf7993c5cb6f67efb2daa3e
UI_FunctionIcon_Bag2,功能图标：图标 / Bag2,FunctionIcons,Simple,FunctionIcons.psd,2/btn_icon_bag_2,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Bag2.png,UI_FunctionIcon_Bag2,False,104,104,"0,0,0,0",a03b49eaeeb6c4cc9a4c6bb8682840e0d29f54618818648d2e8afcbeb3b5403b
UI_FunctionIcon_Bank,功能图标：图标 / Bank,FunctionIcons,Simple,FunctionIcons.psd,4/btn_icon_bank,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_Bank.png,UI_FunctionIcon_Bank,False,104,104,"0,0,0,0",79ee9b9c27615470d3058cf05a5ecf7161877265e9a996734cbe80f0f10bbdca
UI_FunctionIcon_BatteryCharging,功能图标：图标 / Battery / Charging,FunctionIcons,Simple,FunctionIcons.psd,13/btn_icon_battery_charging,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_BatteryCharging.png,UI_FunctionIcon_BatteryCharging,False,104,104,"0,0,0,0",cfa4d5c2b2f14b107d489baae488971e9c0ddb6a21b318cce1219050613cf12d
UI_FunctionIcon_BatteryEmpty,功能图标：图标 / Battery / Empty,FunctionIcons,Simple,FunctionIcons.psd,13/btn_icon_battery_empty,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_BatteryEmpty.png,UI_FunctionIcon_BatteryEmpty,False,104,104,"0,0,0,0",3279905334cc986c0a376ccfd87563945691fd2f0b3cdcd0dd1f96cd3b5861f0
UI_FunctionIcon_BatteryFull,功能图标：图标 / Battery / Full,FunctionIcons,Simple,FunctionIcons.psd,13/btn_icon_battery_full,Assets/AllResources/淘宝ui素材/RuntimeSprites/FunctionIcons/UI_FunctionIcon_BatteryFull.png,UI_FunctionIcon_BatteryFull,False,104,104,"0,0,0,0",9f1e9c564019c0912c56b107ae5181fbc01d17454a74d6a11bc88e4ec9473fba
